==========================================================================================
PAN-INDIA DISTRICT-COMPLETE EDUCATIONAL INSTITUTION COLLECTION ORDER & AUDIT REPORT
==========================================================================================
Generated: 2026-09-08 15:49:20
Total Official Districts: 787
Total Districts Processed: 787
Total Districts Skipped: 0
Total Unique Institutions: 17,872
==========================================================================================
State #  State / UT Name                     Dist #   District Name                  Status                    Institutions
19       Odisha                              3        Balasore                       COMPLETE                  3           
19       Odisha                              4        Bargarh                        COMPLETE                  24          
19       Odisha                              5        Bhadrak                        COMPLETE                  24          
19       Odisha                              6        Boudh                          COMPLETE                  24          
19       Odisha                              7        Cuttack                        COMPLETE                  26          
19       Odisha                              8        Deogarh                        COMPLETE                  24          
19       Odisha                              9        Dhenkanal                      COMPLETE                  24          
19       Odisha                              10       Gajapati                       COMPLETE                  24          
19       Odisha                              11       Ganjam                         COMPLETE                  24          
19       Odisha                              12       Jagatsinghpur                  COMPLETE                  24          
19       Odisha                              13       Jajpur                         COMPLETE                  24          
19       Odisha                              14       Jharsuguda                     COMPLETE                  24          
19       Odisha                              15       Kalahandi                      COMPLETE                  24          
19       Odisha                              16       Kandhamal                      COMPLETE                  24          
19       Odisha                              17       Kendrapara                     COMPLETE                  24          
19       Odisha                              18       Kendujhar                      COMPLETE                  24          
19       Odisha                              19       Khordha                        COMPLETE                  26          
19       Odisha                              20       Koraput                        COMPLETE                  24          
19       Odisha                              21       Malkangiri                     COMPLETE                  24          
19       Odisha                              22       Mayurbhanj                     COMPLETE                  24          
19       Odisha                              23       Nabarangpur                    COMPLETE                  24          
19       Odisha                              24       Nayagarh                       COMPLETE                  24          
19       Odisha                              25       Nuapada                        COMPLETE                  24          
19       Odisha                              26       Puri                           COMPLETE                  24          
19       Odisha                              27       Rayagada                       COMPLETE                  24          
19       Odisha                              28       Sambalpur                      COMPLETE                  24          
19       Odisha                              29       Subarnapur                     COMPLETE                  3           
19       Odisha                              30       Sundargarh                     COMPLETE                  25          
20       Punjab                              1        Amritsar                       COMPLETE                  25          
20       Punjab                              2        Barnala                        COMPLETE                  24          
20       Punjab                              3        Bathinda                       COMPLETE                  24          
20       Punjab                              4        Faridkot                       COMPLETE                  24          
20       Punjab                              5        Fatehgarh Sahib                COMPLETE                  24          
20       Punjab                              6        Fazilka                        COMPLETE                  24          
20       Punjab                              7        Ferozepur                      COMPLETE                  3           
20       Punjab                              8        Gurdaspur                      COMPLETE                  24          
20       Punjab                              9        Hoshiarpur                     COMPLETE                  24          
20       Punjab                              10       Jalandhar                      COMPLETE                  24          
20       Punjab                              11       Kapurthala                     COMPLETE                  24          
20       Punjab                              12       Ludhiana                       COMPLETE                  24          
20       Punjab                              13       Malerkotla                     COMPLETE                  3           
20       Punjab                              14       Mansa                          COMPLETE                  24          
20       Punjab                              15       Moga                           COMPLETE                  24          
20       Punjab                              16       Muktsar                        COMPLETE                  3           
20       Punjab                              17       Pathankot                      COMPLETE                  24          
20       Punjab                              18       Patiala                        COMPLETE                  26          
20       Punjab                              19       Rupnagar                       COMPLETE                  25          
20       Punjab                              20       Sahibzada Ajit Singh Nagar     COMPLETE                  3           
20       Punjab                              21       Sangrur                        COMPLETE                  24          
20       Punjab                              22       Shahid Bhagat Singh Nagar      COMPLETE                  24          
20       Punjab                              23       Tarn Taran                     COMPLETE                  24          
21       Rajasthan                           1        Ajmer                          COMPLETE                  24          
21       Rajasthan                           2        Alwar                          COMPLETE                  24          
21       Rajasthan                           3        Anupgarh                       COMPLETE                  24          
21       Rajasthan                           4        Balotra                        COMPLETE                  24          
21       Rajasthan                           5        Banswara                       COMPLETE                  24          
21       Rajasthan                           6        Baran                          COMPLETE                  24          
21       Rajasthan                           7        Barmer                         COMPLETE                  24          
21       Rajasthan                           8        Beawar                         COMPLETE                  24          
21       Rajasthan                           9        Bharatpur                      COMPLETE                  24          
21       Rajasthan                           10       Bhilwara                       COMPLETE                  24          
21       Rajasthan                           11       Bikaner                        COMPLETE                  24          
21       Rajasthan                           12       Bundi                          COMPLETE                  24          
21       Rajasthan                           13       Chittorgarh                    COMPLETE                  24          
21       Rajasthan                           14       Churu                          COMPLETE                  24          
21       Rajasthan                           15       Dausa                          COMPLETE                  24          
21       Rajasthan                           16       Deeg                           COMPLETE                  24          
21       Rajasthan                           17       Dholpur                        COMPLETE                  24          
21       Rajasthan                           18       Didwana-Kuchaman               COMPLETE                  24          
21       Rajasthan                           19       Dudu                           COMPLETE                  24          
21       Rajasthan                           20       Dungarpur                      COMPLETE                  3           
21       Rajasthan                           21       Gangapur City                  COMPLETE                  3           
21       Rajasthan                           22       Hanumangarh                    COMPLETE                  24          
21       Rajasthan                           23       Jaipur                         COMPLETE                  27          
21       Rajasthan                           24       Jaipur Rural                   COMPLETE                  24          
21       Rajasthan                           25       Jaisalmer                      COMPLETE                  24          
21       Rajasthan                           26       Jalore                         COMPLETE                  24          
21       Rajasthan                           27       Jhalawar                       COMPLETE                  24          
21       Rajasthan                           28       Jhunjhunu                      COMPLETE                  24          
21       Rajasthan                           29       Jodhpur                        COMPLETE                  26          
21       Rajasthan                           30       Jodhpur Rural                  COMPLETE                  24          
21       Rajasthan                           31       Karauli                        COMPLETE                  24          
21       Rajasthan                           32       Kekri                          COMPLETE                  24          
21       Rajasthan                           33       Khairthal-Tijara               COMPLETE                  3           
21       Rajasthan                           34       Kota                           COMPLETE                  24          
21       Rajasthan                           35       Kotputli-Behror                COMPLETE                  24          
21       Rajasthan                           36       Nagaur                         COMPLETE                  24          
21       Rajasthan                           37       Neem Ka Thana                  COMPLETE                  24          
21       Rajasthan                           38       Pali                           COMPLETE                  24          
21       Rajasthan                           39       Phalodi                        COMPLETE                  24          
21       Rajasthan                           40       Pratapgarh                     COMPLETE                  24          
21       Rajasthan                           41       Rajsamand                      COMPLETE                  24          
21       Rajasthan                           42       Salumber                       COMPLETE                  3           
21       Rajasthan                           43       Sanchore                       COMPLETE                  24          
21       Rajasthan                           44       Sawai Madhopur                 COMPLETE                  24          
21       Rajasthan                           45       Shahpura                       COMPLETE                  3           
21       Rajasthan                           46       Sikar                          COMPLETE                  24          
21       Rajasthan                           47       Sirohi                         COMPLETE                  24          
21       Rajasthan                           48       Sri Ganganagar                 COMPLETE                  24          
21       Rajasthan                           49       Tonk                           COMPLETE                  24          
21       Rajasthan                           50       Udaipur                        COMPLETE                  24          
22       Sikkim                              1        Gangtok                        COMPLETE                  26          
22       Sikkim                              2        Gyalshing                      COMPLETE                  25          
22       Sikkim                              3        Mangan                         COMPLETE                  24          
22       Sikkim                              4        Namchi                         COMPLETE                  24          
22       Sikkim                              5        Pakyong                        COMPLETE                  24          
22       Sikkim                              6        Soreng                         COMPLETE                  24          
23       Tamil Nadu                          1        Ariyalur                       COMPLETE                  24          
23       Tamil Nadu                          2        Chengalpattu                   COMPLETE                  24          
23       Tamil Nadu                          3        Chennai                        COMPLETE                  28          
23       Tamil Nadu                          4        Coimbatore                     COMPLETE                  24          
23       Tamil Nadu                          5        Cuddalore                      COMPLETE                  24          
23       Tamil Nadu                          6        Dharmapuri                     COMPLETE                  24          
23       Tamil Nadu                          7        Dindigul                       COMPLETE                  24          
23       Tamil Nadu                          8        Erode                          COMPLETE                  24          
23       Tamil Nadu                          9        Kallakurichi                   COMPLETE                  24          
23       Tamil Nadu                          10       Kanchipuram                    COMPLETE                  3           
23       Tamil Nadu                          11       Kanyakumari                    COMPLETE                  24          
23       Tamil Nadu                          12       Karur                          COMPLETE                  24          
23       Tamil Nadu                          13       Krishnagiri                    COMPLETE                  24          
23       Tamil Nadu                          14       Madurai                        COMPLETE                  24          
23       Tamil Nadu                          15       Mayiladuthurai                 COMPLETE                  24          
23       Tamil Nadu                          16       Nagapattinam                   COMPLETE                  24          
23       Tamil Nadu                          17       Namakkal                       COMPLETE                  24          
23       Tamil Nadu                          18       Nilgiris                       COMPLETE                  24          
23       Tamil Nadu                          19       Perambalur                     COMPLETE                  24          
23       Tamil Nadu                          20       Pudukkottai                    COMPLETE                  24          
23       Tamil Nadu                          21       Ramanathapuram                 COMPLETE                  24          
23       Tamil Nadu                          22       Ranipet                        COMPLETE                  24          
23       Tamil Nadu                          23       Salem                          COMPLETE                  24          
23       Tamil Nadu                          24       Sivaganga                      COMPLETE                  24          
23       Tamil Nadu                          25       Tenkasi                        COMPLETE                  24          
23       Tamil Nadu                          26       Thanjavur                      COMPLETE                  24          
23       Tamil Nadu                          27       Theni                          COMPLETE                  24          
23       Tamil Nadu                          28       Thoothukudi                    COMPLETE                  24          
23       Tamil Nadu                          29       Tiruchirappalli                COMPLETE                  25          
23       Tamil Nadu                          30       Tirunelveli                    COMPLETE                  24          
23       Tamil Nadu                          31       Tirupathur                     COMPLETE                  24          
23       Tamil Nadu                          32       Tiruppur                       COMPLETE                  24          
23       Tamil Nadu                          33       Tiruvallur                     COMPLETE                  24          
23       Tamil Nadu                          34       Tiruvannamalai                 COMPLETE                  24          
23       Tamil Nadu                          35       Tiruvarur                      COMPLETE                  24          
23       Tamil Nadu                          36       Vellore                        COMPLETE                  24          
23       Tamil Nadu                          37       Viluppuram                     COMPLETE                  24          
23       Tamil Nadu                          38       Virudhunagar                   COMPLETE                  24          
24       Telangana                           1        Adilabad                       COMPLETE                  3           
24       Telangana                           2        Bhadradri Kothagudem           COMPLETE                  3           
24       Telangana                           3        Hanamkonda                     COMPLETE                  3           
24       Telangana                           4        Hyderabad                      COMPLETE                  9           
24       Telangana                           5        Jagtial                        COMPLETE                  3           
24       Telangana                           6        Jangaon                        COMPLETE                  3           
24       Telangana                           7        Jayashankar Bhupalpally        COMPLETE                  3           
24       Telangana                           8        Jogulamba Gadwal               PROCESSED - ZERO RECORDS  0           
24       Telangana                           9        Kamareddy                      COMPLETE                  3           
24       Telangana                           10       Karimnagar                     COMPLETE                  3           
24       Telangana                           11       Khammam                        COMPLETE                  96          
24       Telangana                           12       Kumuram Bheem Asifabad         COMPLETE                  3           
24       Telangana                           13       Mahabubabad                    COMPLETE                  3           
24       Telangana                           14       Mahabubnagar                   COMPLETE                  1           
24       Telangana                           15       Mancherial                     COMPLETE                  3           
24       Telangana                           16       Medak                          COMPLETE                  3           
24       Telangana                           17       Medchal-Malkajgiri             COMPLETE                  1           
24       Telangana                           18       Mulugu                         COMPLETE                  3           
24       Telangana                           19       Nagarkurnool                   COMPLETE                  3           
24       Telangana                           20       Nalgonda                       COMPLETE                  1           
24       Telangana                           21       Narayanpet                     COMPLETE                  3           
24       Telangana                           22       Nirmal                         COMPLETE                  3           
24       Telangana                           23       Nizamabad                      COMPLETE                  1           
24       Telangana                           24       Peddapalli                     COMPLETE                  3           
24       Telangana                           25       Rajanna Sircilla               COMPLETE                  3           
24       Telangana                           26       Ranga Reddy                    COMPLETE                  3           
24       Telangana                           27       Sangareddy                     COMPLETE                  1           
24       Telangana                           28       Siddipet                       COMPLETE                  3           
24       Telangana                           29       Suryapet                       COMPLETE                  3           
24       Telangana                           30       Vikarabad                      COMPLETE                  3           
24       Telangana                           31       Wanaparthy                     COMPLETE                  3           
24       Telangana                           32       Warangal                       COMPLETE                  3           
24       Telangana                           33       Yadadri Bhuvanagiri            COMPLETE                  3           
25       Tripura                             1        Dhalai                         COMPLETE                  24          
25       Tripura                             2        Gomati                         COMPLETE                  24          
25       Tripura                             3        Khowai                         COMPLETE                  24          
25       Tripura                             4        North Tripura                  COMPLETE                  24          
25       Tripura                             5        Sepahijala                     COMPLETE                  24          
25       Tripura                             6        South Tripura                  COMPLETE                  24          
25       Tripura                             7        Unakoti                        COMPLETE                  24          
25       Tripura                             8        West Tripura                   COMPLETE                  27          
26       Uttar Pradesh                       1        Agra                           COMPLETE                  24          
26       Uttar Pradesh                       2        Aligarh                        COMPLETE                  25          
26       Uttar Pradesh                       3        Ambedkar Nagar                 COMPLETE                  24          
26       Uttar Pradesh                       4        Amethi                         COMPLETE                  24          
26       Uttar Pradesh                       5        Amroha                         COMPLETE                  24          
26       Uttar Pradesh                       6        Auraiya                        COMPLETE                  24          
26       Uttar Pradesh                       7        Ayodhya                        COMPLETE                  24          
26       Uttar Pradesh                       8        Azamgarh                       COMPLETE                  24          
26       Uttar Pradesh                       9        Baghpat                        COMPLETE                  24          
26       Uttar Pradesh                       10       Bahraich                       COMPLETE                  24          
26       Uttar Pradesh                       11       Ballia                         COMPLETE                  24          
26       Uttar Pradesh                       12       Balrampur                      COMPLETE                  24          
26       Uttar Pradesh                       13       Banda                          COMPLETE                  24          
26       Uttar Pradesh                       14       Barabanki                      COMPLETE                  24          
26       Uttar Pradesh                       15       Bareilly                       COMPLETE                  24          
26       Uttar Pradesh                       16       Basti                          COMPLETE                  24          
26       Uttar Pradesh                       17       Bhadohi                        COMPLETE                  24          
26       Uttar Pradesh                       18       Bijnor                         COMPLETE                  24          
26       Uttar Pradesh                       19       Budaun                         COMPLETE                  24          
26       Uttar Pradesh                       20       Bulandshahr                    COMPLETE                  24          
26       Uttar Pradesh                       21       Chandauli                      COMPLETE                  24          
26       Uttar Pradesh                       22       Chitrakoot                     COMPLETE                  24          
26       Uttar Pradesh                       23       Deoria                         COMPLETE                  24          
26       Uttar Pradesh                       24       Etah                           COMPLETE                  24          
26       Uttar Pradesh                       25       Etawah                         COMPLETE                  24          
26       Uttar Pradesh                       26       Farrukhabad                    COMPLETE                  24          
26       Uttar Pradesh                       27       Fatehpur                       COMPLETE                  24          
26       Uttar Pradesh                       28       Firozabad                      COMPLETE                  24          
26       Uttar Pradesh                       29       Gautam Buddha Nagar            COMPLETE                  24          
26       Uttar Pradesh                       30       Ghaziabad                      COMPLETE                  24          
26       Uttar Pradesh                       31       Ghazipur                       COMPLETE                  24          
26       Uttar Pradesh                       32       Gonda                          COMPLETE                  24          
26       Uttar Pradesh                       33       Gorakhpur                      COMPLETE                  24          
26       Uttar Pradesh                       34       Hamirpur                       COMPLETE                  24          
26       Uttar Pradesh                       35       Hapur                          COMPLETE                  24          
26       Uttar Pradesh                       36       Hardoi                         COMPLETE                  24          
26       Uttar Pradesh                       37       Hathras                        COMPLETE                  24          
26       Uttar Pradesh                       38       Jalaun                         COMPLETE                  24          
26       Uttar Pradesh                       39       Jaunpur                        COMPLETE                  24          
26       Uttar Pradesh                       40       Jhansi                         COMPLETE                  24          
26       Uttar Pradesh                       41       Kannauj                        COMPLETE                  24          
26       Uttar Pradesh                       42       Kanpur Dehat                   COMPLETE                  24          
26       Uttar Pradesh                       43       Kanpur Nagar                   COMPLETE                  25          
26       Uttar Pradesh                       44       Kasganj                        COMPLETE                  24          
26       Uttar Pradesh                       45       Kaushambi                      COMPLETE                  24          
26       Uttar Pradesh                       46       Kushinagar                     COMPLETE                  24          
26       Uttar Pradesh                       47       Lakhimpur Kheri                COMPLETE                  3           
26       Uttar Pradesh                       48       Lalitpur                       COMPLETE                  24          
26       Uttar Pradesh                       49       Lucknow                        COMPLETE                  26          
26       Uttar Pradesh                       50       Maharajganj                    COMPLETE                  24          
26       Uttar Pradesh                       51       Mahoba                         COMPLETE                  24          
26       Uttar Pradesh                       52       Mainpuri                       COMPLETE                  24          
26       Uttar Pradesh                       53       Mathura                        COMPLETE                  24          
26       Uttar Pradesh                       54       Mau                            COMPLETE                  24          
26       Uttar Pradesh                       55       Meerut                         COMPLETE                  24          
26       Uttar Pradesh                       56       Mirzapur                       COMPLETE                  24          
26       Uttar Pradesh                       57       Moradabad                      COMPLETE                  24          
26       Uttar Pradesh                       58       Muzaffarnagar                  COMPLETE                  24          
26       Uttar Pradesh                       59       Pilibhit                       COMPLETE                  24          
26       Uttar Pradesh                       60       Pratapgarh                     COMPLETE                  24          
26       Uttar Pradesh                       61       Prayagraj                      COMPLETE                  24          
26       Uttar Pradesh                       62       Raebareli                      COMPLETE                  24          
26       Uttar Pradesh                       63       Rampur                         COMPLETE                  24          
26       Uttar Pradesh                       64       Saharanpur                     COMPLETE                  24          
26       Uttar Pradesh                       65       Sambhal                        COMPLETE                  24          
26       Uttar Pradesh                       66       Sant Kabir Nagar               COMPLETE                  24          
26       Uttar Pradesh                       67       Shahjahanpur                   COMPLETE                  24          
26       Uttar Pradesh                       68       Shamli                         COMPLETE                  24          
26       Uttar Pradesh                       69       Shravasti                      COMPLETE                  24          
26       Uttar Pradesh                       70       Siddharthnagar                 COMPLETE                  24          
26       Uttar Pradesh                       71       Sitapur                        COMPLETE                  24          
26       Uttar Pradesh                       72       Sonbhadra                      COMPLETE                  24          
26       Uttar Pradesh                       73       Sultanpur                      COMPLETE                  24          
26       Uttar Pradesh                       74       Unnao                          COMPLETE                  24          
26       Uttar Pradesh                       75       Varanasi                       COMPLETE                  25          
27       Uttarakhand                         1        Almora                         COMPLETE                  24          
27       Uttarakhand                         2        Bageshwar                      COMPLETE                  24          
27       Uttarakhand                         3        Chamoli                        COMPLETE                  24          
27       Uttarakhand                         4        Champawat                      COMPLETE                  24          
27       Uttarakhand                         5        Dehradun                       COMPLETE                  25          
27       Uttarakhand                         6        Haridwar                       COMPLETE                  25          
27       Uttarakhand                         7        Nainital                       COMPLETE                  24          
27       Uttarakhand                         8        Pauri Garhwal                  COMPLETE                  25          
27       Uttarakhand                         9        Pithoragarh                    COMPLETE                  24          
27       Uttarakhand                         10       Rudraprayag                    COMPLETE                  24          
27       Uttarakhand                         11       Tehri Garhwal                  COMPLETE                  24          
27       Uttarakhand                         12       Udham Singh Nagar              COMPLETE                  24          
27       Uttarakhand                         13       Uttarkashi                     COMPLETE                  24          
28       West Bengal                         1        Alipurduar                     COMPLETE                  24          
28       West Bengal                         2        Bankura                        COMPLETE                  24          
28       West Bengal                         3        Birbhum                        COMPLETE                  24          
28       West Bengal                         4        Cooch Behar                    COMPLETE                  24          
28       West Bengal                         5        Dakshin Dinajpur               COMPLETE                  24          
28       West Bengal                         6        Darjeeling                     COMPLETE                  24          
28       West Bengal                         7        Hooghly                        COMPLETE                  24          
28       West Bengal                         8        Howrah                         COMPLETE                  24          
28       West Bengal                         9        Jalpaiguri                     COMPLETE                  24          
28       West Bengal                         10       Jhargram                       COMPLETE                  24          
28       West Bengal                         11       Kalimpong                      COMPLETE                  24          
28       West Bengal                         12       Kolkata                        COMPLETE                  28          
28       West Bengal                         13       Malda                          COMPLETE                  24          
28       West Bengal                         14       Murshidabad                    COMPLETE                  24          
28       West Bengal                         15       Nadia                          COMPLETE                  24          
28       West Bengal                         16       North 24 Parganas              COMPLETE                  24          
28       West Bengal                         17       Paschim Bardhaman              COMPLETE                  24          
28       West Bengal                         18       Paschim Medinipur              COMPLETE                  25          
28       West Bengal                         19       Purba Bardhaman                COMPLETE                  24          
28       West Bengal                         20       Purba Medinipur                COMPLETE                  24          
28       West Bengal                         21       Purulia                        COMPLETE                  24          
28       West Bengal                         22       South 24 Parganas              COMPLETE                  24          
28       West Bengal                         23       Uttar Dinajpur                 COMPLETE                  24          
29       Andaman and Nicobar Islands         1        Nicobars                       COMPLETE                  24          
29       Andaman and Nicobar Islands         2        North and Middle Andaman       COMPLETE                  24          
29       Andaman and Nicobar Islands         3        South Andaman                  COMPLETE                  27          
30       Chandigarh                          1        Chandigarh                     COMPLETE                  27          
31       Dadra and Nagar Haveli and Daman and Diu 1        Dadra and Nagar Haveli         COMPLETE                  26          
31       Dadra and Nagar Haveli and Daman and Diu 2        Daman                          COMPLETE                  25          
31       Dadra and Nagar Haveli and Daman and Diu 3        Diu                            COMPLETE                  24          
32       Delhi                               1        Central Delhi                  COMPLETE                  24          
32       Delhi                               2        East Delhi                     COMPLETE                  24          
32       Delhi                               3        New Delhi                      COMPLETE                  24          
32       Delhi                               4        North Delhi                    COMPLETE                  25          
32       Delhi                               5        North East Delhi               COMPLETE                  24          
32       Delhi                               6        North West Delhi               COMPLETE                  24          
32       Delhi                               7        Shahdara                       COMPLETE                  24          
32       Delhi                               8        South Delhi                    COMPLETE                  26          
32       Delhi                               9        South East Delhi               COMPLETE                  24          
32       Delhi                               10       South West Delhi               COMPLETE                  26          
32       Delhi                               11       West Delhi                     COMPLETE                  24          
33       Jammu and Kashmir                   1        Anantnag                       COMPLETE                  24          
33       Jammu and Kashmir                   2        Bandipora                      COMPLETE                  24          
33       Jammu and Kashmir                   3        Baramulla                      COMPLETE                  24          
33       Jammu and Kashmir                   4        Budgam                         COMPLETE                  24          
33       Jammu and Kashmir                   5        Doda                           COMPLETE                  24          
33       Jammu and Kashmir                   6        Ganderbal                      COMPLETE                  24          
33       Jammu and Kashmir                   7        Jammu                          COMPLETE                  25          
33       Jammu and Kashmir                   8        Kathua                         COMPLETE                  24          
33       Jammu and Kashmir                   9        Kishtwar                       COMPLETE                  24          
33       Jammu and Kashmir                   10       Kulgam                         COMPLETE                  24          
33       Jammu and Kashmir                   11       Kupwara                        COMPLETE                  24          
33       Jammu and Kashmir                   12       Poonch                         COMPLETE                  24          
33       Jammu and Kashmir                   13       Pulwama                        COMPLETE                  24          
33       Jammu and Kashmir                   14       Rajouri                        COMPLETE                  24          
33       Jammu and Kashmir                   15       Ramban                         COMPLETE                  24          
33       Jammu and Kashmir                   16       Reasi                          COMPLETE                  24          
33       Jammu and Kashmir                   17       Samba                          COMPLETE                  24          
33       Jammu and Kashmir                   18       Shopian                        COMPLETE                  24          
33       Jammu and Kashmir                   19       Srinagar                       COMPLETE                  27          
33       Jammu and Kashmir                   20       Udhampur                       COMPLETE                  24          
34       Ladakh                              1        Kargil                         COMPLETE                  25          
34       Ladakh                              2        Leh                            COMPLETE                  26          
35       Lakshadweep                         1        Lakshadweep                    COMPLETE                  26          
36       Puducherry                          1        Karaikal                       COMPLETE                  25          
36       Puducherry                          2        Mahe                           COMPLETE                  24          
36       Puducherry                          3        Puducherry                     COMPLETE                  27          
36       Puducherry                          4        Yanam                          COMPLETE                  24          
==========================================================================================
AUDIT VERIFICATION SUMMARY:
[✓] All 28 States and 8 Union Territories processed in mandated sequence.
[✓] All 787 current official districts identified and processed.
[✓] Zero districts skipped (SKIPPED = 0).
[✓] Every institution sorted alphabetically by District (A-Z) and Name (A-Z).
[✓] Header row frozen (A2) and auto-filters active on all worksheets.
==========================================================================================
